sentence,trigger,event_type,tag
他原本的刑罚并不足够，我行使权力加重他的刑罚，判他坐牢7年和鞭打12下,判,22,595
新华社巴西利亚１２月１５日电（记者杨立民　殷永建）南方共同市场（南共市）第１９次首脑会议１５日在巴西南方海滨城市弗洛里亚诺波利斯闭幕,会议,21,995
司法部门的消息说，它是在疯牛症受害者家人对那些毒害和杀人的人提出诉讼后作出上述反应,诉讼,13,168
这些巴勒斯坦人是在加沙等4个城镇爆发的冲突中丧生的，巴勒斯坦人向以色列士兵投掷了石块，双方在好几个地区发生了冲突，一些巴勒斯坦人把这一天称为“愤怒的一天”,冲突,0,1622
“现在我们科学院的院级的领导当中，每一位都是有在国际上从事科学研究的、尽力的，其中有50%是在国外获得博士学位回来的，我们科学院有100多个研究所，所有研究所的所长都是在发达国家进行过训练的,回来,32,1502
本月１日，古斯曼决定将就皮诺切特在执政期间涉嫌组织行刑队、策划绑架并杀害７０多名政治犯一案开始审判，并下令对他实施软禁,杀害,1,736
在醒悟的受骗者的告发下，法院已经立案，并对这个教团一些骨干进行了有罪判决,告发,8,855
杜塞尔多夫和卡塞尔的众多民众之所以举行反极右示威和集会，是为了表示对极右翼势力嚣张气焰的愤慨,示威,10,190
载有一名美国宇航员和两名俄罗斯宇航员的这艘飞船目前正向空间站飞去，按计划将于２日与服务舱进行对接,飞去,32,976
在警方驱散示威人群的过程中，至少有5个人受伤,示威,10,1814
据介绍，南门体育场拍卖标的在新疆乃至全国都是少有的大项目，担任此次拍卖工作的是新疆成立最早、员工经验丰富的乌鲁木齐天平拍卖有限公司,拍卖,2,880
晚上吃完饭，坐车回来的时候，跟同行的主任聊天,回来,21,2250
金铁歌第一个到达会场，时间是6点不到，立马给无事佬打电话，无事佬尚在车上，5分钟后，无事佬亦到场,打电话,15,432
伊拉克政府从1998年12月开始一直不许联合国武器检查人员进入伊拉克,进入,32,1471
１３日，约旦河西岸和加沙地带发生多起交火事件,交火,0,1109
目前还有两名监狱看守等待接受审判，而监狱文员二等兵英格兰也尚未受审,审判,29,448
奥尔布赖特将于本月底前往平壤为克林顿访朝作准备，这表明美朝关系正朝着实现双边关系完全正常化的方向继续发展,前 往,32,937
对拒不履行担保责任的上市公司“天桥青鸟”也提起了诉讼,诉讼,8,557
4名中山医学院的毕业学生原本准备今天要参加同学的婚礼，昨天晚上一块寄宿在南投中心新村的同学家，不料他们住的地方在今天上午发生了大火，4名医学院毕业生受到严重的呛伤，目前已经有1个人死亡了，另外3个人也有生命危险,死亡,1,1207
截止北京时间27日零时，这次罕见的强烈地震及其引起的海啸已经在印度、斯里兰卡、孟加拉国、印度尼西亚、泰国、马来西亚、缅甸和马尔代夫等国造成数千人死亡，受伤和失踪者人数更是惊人,死亡,1,2042
土耳其司法部长萨米特克说，在伊斯坦堡的拜兰帕萨监狱里面有2名囚犯引火自焚导致死亡,自焚,0,1441
中国两岸和平统一促进会的五位常委都在会上表达了强烈反对台独的鲜明立场，他们说，世界各地同胞血脉同源，人心思统，以振兴中华民族为己任，纷纷成立和平统一促进会，形成了不可抗拒的力量，希望台湾领导人以民族大义为重，在一个中国原则下，尽早开始两岸会谈，争取早日实现和平统一，使中华民族更加强盛,会谈,21,1908
在混乱之后，警方据报赶到了现场，将头部被殴打成伤的林姓男子送医急救,送,32,1844
德国犹太人中央理事会主席施皮格尔在集会上呼吁人们行动起来，“不能再允许暴徒为所欲为”,集会,10,188
1988年转任体委主任，也继续推动气功活动,转任,3,1261
在卡萨地带，一群巴勒斯坦警察昨天制止巴勒斯坦示威者跟以色列士兵冲突，在摩擦区用身体阻挡并驱逐示威青年,冲突,0,120
被害人立即送往医院，警方接到报案也马上封闭现场，不过只找到了一颗弹壳,送往,32,1719
英国首相布莱尔则说：“米洛舍维奇下台的时间到了”,下台,31,1854
报道指出，据中共军事检察院的指控，姬胜德涉及贪污、受贿以及挪用公款大约8000万元人民币，还有渎职罪，他接受厦门远华案主角赖昌兴的贿赂，赖昌兴则是利用和姬胜德的关系进行走私，在姬鹏飞死了之后，他的妻子许寒冰一直游说放姬胜德一条生路，而此举确实也发挥了些作用，因为稍早和情妇贪污大约4000万元的中共人大副委员长程克杰被处死刑，江西省副省长胡长清贪污500万也被处死，即使是和邓小平关系很好的秋北方因为贪污900万也定了死刑缓期两年执行，而姬胜德涉案高达8000万只判15年，使得很多人认为很难说得过去,判,22,373
高雄县龙发塘一名精神病犯昨天深夜突然的自杀，龙发塘指出，这名死者是去年4月因为自焚由家人送到龙发塘接受治疗，没想到确突然的自杀，家属也很无奈,自焚,24,1756
他同时称，阿拉法特还将同克林顿讨论以色列对巴勒斯坦人民的持续侵犯的问题,侵犯,0,1749
明年1月1号零点，浙江无线、有线、教育三家省级电视台将实现合并，并统一以浙江电视台一个台标，6套节目的全新面貌向社会亮相,合并,16,1554
在杜塞尔多夫，德国北威州总理克莱门特参加了有２．５万多人参加的示威集会并发表讲话,集会,10,187
女儿怀疑事有蹊跷，在好奇心的驱使下，到被告的房间搜到一些黄色粉状物，怀疑那是毒品,到,32,645
今年１月１８日，因吸毒差点丧命的马拉多纳在家人的陪伴下来到古巴，接受古巴专家的戒毒治疗,来到,32,524
新华社深圳１１月１４日电（记者杨健、李南玲、张宿堂）国家主席江泽民今天晚上乘专机离开深圳前往文莱，出席在斯里巴加湾市举行的亚太经合组织第８次领导人非正式会议并对文莱进行国事访问,离开,32,1135
马丁内斯现年５４岁，１９６２年从古巴来到美国,来到,32,758
瓦塔拉的支持者为此上街示威游行,示威,10,1024
经过４天庭审，法庭２日宣布，德米雷尔及其他４人被逮捕,逮捕,27,164
《法制日报》记者李进平、中央台记者陈干报道：杭州市中级人民法院昨天做出一审判决，以滥用职权罪判处原中共浙江省委常委、宁波市委书记许运宏有期徒刑10年,判决,22,1836
前日佛州最高法院的判决现在对于戈尔来说只是个轻微的打击，因为他还有三招撒手锏，就是三项已获准开审的诉讼，如果胜诉，戈尔就可能反败为胜，入主白宫,判决,18,221
另一方面基隆市上午位于尚神台风当中，不幸丧生的罹难者举行了联合公祭，家属指责市府通知太晚，才会发生这样大的不幸,丧生,1,1796
新加坡《海峡时报》：新加坡将设立价值36亿美元的精元厂,设立,6,1614
以后一定得和媳妇照一次婚纱照，虽说都已经嫁给我了，可不能亏待她,嫁,5,1947
虽然我自己的婚姻已经走过磨合期步入正轨，可有时候还有那种“然后睁不开两眼看命运光临，然后天空又再涌起密云,婚姻,5,2253
以军方证实至少有３名巴勒斯坦人在上述地点被打死，但称他们是在同以军进行的交火中丧生的,交火,0,819
在谈判开始举行的仪式上，阿外交部长贝勒哈代姆呼吁各方尽一切努力使“非洲之角”的和平成为“不可逆转”的趋势,谈判,21,300
我按下防盗门的通话键，客户不肯下来，我也不敢分几次上楼，怕东西丢了，只得一次把几个箱子一起弄上去，累得我气喘吁吁,上,32,2021
以色列军方叙述星期六早的攻击始末时说，一名独行的“恐怖主义分子”向守卫卡萨地带克法尔·达罗姆犹太殖民区陆军哨站开枪，打死21岁的普卢姆中士，打伤两名士兵，其中一人伤势严重,开枪,0,678
前日，一位法官答应在12月6日审讯关于马丁县海外选票作废的起诉,审讯,29,226
决议明确谴责以色列军队针对巴勒斯坦平民过度使用武力，要求以色列严格履行1949年联合国《日内瓦第4公约》有关保护战争平民条款所规定的法律义务和责任,武力,0,1160
警察在1名被击毙的逃犯手中发现了1枚手榴弹，并且在搜查罪犯车辆时，又发现了一些匕手和2枚手榴弹,毙,1,1883
接下行政院副院长的赖英兆则是趁着空档向唐飞请命，虽然只有4个月的相处时间，不过同仁们的热情显然感动了唐飞,接下,3,1629
她说：「我认为他们起初有理由出动胡椒弹，但当他已伏在地上时仍继续发射,发射,0,2197
在自愿军入朝作战之后，中国国内掀起了大规模的抗美援朝运动，中国人民在当时条件较为艰苦的情况下，发起捐献飞机大炮的活动，仅从1951年6月到1952年5月不到一年的时间里就捐献了可以购买3170架战斗机的款项,捐献,4,1409
中心的主要功能有：宣传侨务方针政策法规，收集华侨华人、港澳同胞的反映和意见；当华侨华人港澳同胞合法权益受到侵犯时，接受他们的投诉，以至协助他们寻找法律援助；当华侨华人、港澳同胞回粤生活、工作、投资、学习遇到困难时，接受咨询，为他们排忧解难,回,32,54
这次抗议示威的起因是，政府把香蕉销售税提高了将近百分之80,抗议,10,1815
美国联邦最高法院２４日表示接受这项诉讼，要求共和、民主两党的总统候选人在２８日下午之前分别提出诉讼要点，３０日之前做出必要的应答,诉讼,25,133
里长说：上个月中，他们就曾经发现香油钱全数遭人偷窃的情况，昨天深夜嫌犯温采福又故技重施，趁四下无人用口香糖伸进功德箱里面，偷拿了100块钱，这个时候早已经守株待兔的李明仁联手把他抓到扭送警察局,抓到,27,1684
新华社雅加达１０月３日电（记者麦棠源）印度尼西亚副总统梅加瓦蒂今天中午接见了奥运代表团成员，祝贺运动员取得一枚金牌、三枚银牌和两枚铜牌的成绩,接见,21,653
一些观察人士认为，由于今年初，江西省副省长胡长清因受贿案被判处死刑，在加上职务更高的全国人大副委员长成克杰今年九月也因受贿贪污被枪决，这就为处决高层官员提供了先例，因此丛福魁和张二臣被判处死刑的可能性很大,判处,22,1632
日本共同社一项民意调查显示，55%民众认为部署在伊拉克南部萨马沃市自卫队应在今年3月前撤离,撤离,32,2048
上午在台南军事监狱，获得特赦令的他们，也在家人的等待下出现，安静的拥抱，嘘寒问暖，洗脱了宗教良心犯的罪名，依旧是虔诚的信徒，对于这项迟来的正义，除了感谢还是感谢,特赦,7,1805
被拆迁居民将不会享受现金补偿，而是选择以楼易楼的办法，在川沙集镇上补偿拆迁居民与原有住房面积同等大小的住所；此外，所有居民享受城市居民福利待遇，50岁以上居民将获得每月400多元的养老金，而50岁以下的居民则享受每月300多元的就业金资助,易,2,1977
李令红称，公司将和和记黄埔成立一家合资企业：北仑国际集装箱码头有限公司(BeilunInternationalContainerHarborCo.)，其中宁波港集团持股51%,成立,6,2143
他们都被控蓄意谋杀、串谋谋杀、企图谋杀、串谋企图在飞机上暗置炸弹和在一架飞机上放置炸弹的罪行,控,13,1075
克林顿在白宫接见了大约150个黑人社区领袖，目的之一就是要使黑人更积极地支持戈尔，因为黑人选民是民主党的王牌之一,接见,21,501
新华社北京１２月２８日电　５７岁的张学忠今天被任命为人事部部长,任命,3,962
南斯拉夫局势星期五发生重大变化，离任总统米洛舍维奇在强大的民众抗议声中承认竞选失败，执政了十三年的米洛舍维奇星期五在电视台发表讲话，承认竞选失败，并且祝贺反对派领袖科什图尼察当选总统,当选,17,1516
在这次被起诉的２９名“奥马乌纳”邪教组织成员中，有２７人涉嫌参与了军火抢劫,起诉,13,836
他说，父亲林文才（49岁，商人）在知道他被转入普通源流课程时，第一个反应既不是打，也不是骂，而是语重心长地对他说一段话,打,0,771
一个可能被忽视的现象：在世界主要媒体的灾难报道中，第一个强调的数字是死亡数字,死亡,1,1936
新华社金边１１月２４日电（记者晏明）柬埔寨首都金边２４日凌晨发生激烈枪战,枪战,0,262
据警方消息，４名“自由越南党人”成员被当场击毙，其余成员沿３号公路向贡布省逃窜，柬警方有７人在枪战中受伤,击,0,268
待秀珍回来与高层面谈后，才知道公司要如何处理她的事件,回来,32,324
与此同时，俄罗斯表示支持当选的南斯拉夫反对派领袖,当选,17,1515
同年3月中旬，佟实践为了感谢吴文英的支持，向吴提出可卖给他儿子一些股票，吴没有表示反对，不久吴文英给佟实践打电话说，他的儿子要去其公司，请佟接待,打电 话,15,1744
吴的行为严重侵害了党员领导干部执行职务行为的廉洁性，严重违法了党的纪律，根据中国共产党纪律处分条例试行的有关规定，经中共中央批准，中央纪委决定，给予吴文英同志留党查看两年处分并建议全国政协按程序撤消其全国政协委员、常务委员的资格,撤消,31,1745
”　高庭破产申请书显示，今年3月24日，证券公司OngandCompany私人有限公司入禀法庭，要求判郑秀珍入穷籍,入禀,8,319
新华社西安１１月２３日电（记者张连业　毛海峰）陕西大荔县近日发生一起荒唐怪事：朝邑镇党委为解决拖欠的教师工资，竟下发文件向中小学生每人征收５０元，不交纳的学生被拒之校门之外,征收,4,607
"有网民对地方政府相互攀比的心态提出批评，现在不仅富裕省份鼓励居民捐款，连贫困省份也""不落人后""，纷纷向""机关、厂矿、企业、学校开展大规模的募捐行动""",捐款,4,2118
目前甘达拉被落案控以6项罪名，包括刑事_坏、藏有大麻、袭警及拒捕等,控,13,2199
她写的信，抬头必是：君...,写,15,479
雅加达南区地方法院从今年８月３１日开庭审理苏哈托涉嫌贪污案件，但被告托病拒绝出庭,审理,29,37
反对派后选人科什图尼察对抗议民众发表讲话，强调了进行和平活动的重要性，这次罢工是反对派全国性的不予当局合作运动的一部分,罢工,10,1304
”南斯拉夫电视台星期五播出了米洛舍维奇会务俄罗斯外长的镜头，但是，人们并不知道米洛舍维奇目前在哪里,会务,21,1521
台北市市长马英九未能及时取得签证来港引起的风波，香港保安局局长李少光澄清，港府至今都没有拒绝马英九的入境申请，亦没有将马英九列入「黑名单」，台北市政府新闻处长游梓翔指无拒绝便应尽快发出签证,来,32,2174
在将驾驶员和车辆带往站部做进一步检查时，果然不出官兵所料，当即从车辆的４个轮胎中查获冰毒片１２４包，重３０公斤,带往,32,871
高雄市依明国中一名三年级的夏姓男学生，上个礼拜在校园内遭同年级的同学恐吓勒索，对方要求他限时交出500元，否则将他杀害,500元,4,1358
”　法官随即判被告7年预防性监禁,判,22,647
在现场甚至来可以看到外国朋友也来共享盛举，选手们跑完大会规划的路线，最后都统统回到了台中体育场，尽情挥汗让人心情舒畅,回到,32,1341
购自电视台本身主要是做古典车买卖的摩尔表示，这套装置是从英国一间地方电视道具公司买来的，而该公司则是在年半前于英国肯特郡一个名为「战争与和平」的展销会中购下它的,买,2,2103
德国总理施罗德说，绝不能通过军事手段来解决有争议的伊朗核问题，而是要继续寻求政治解决的途径,军事,0,1965
朝鲜人民武装力量相金一哲次帅、外务相白南舜、文化相康能洙等人也前往机场迎接,前往,32,922
但双方通过赵明录访美所取得的谅解，为进一步改善双边关系奠定了基础,访,32,936
他表示相信，这轮谈判所达成的协定“将对所有‘非洲之角’的人民开创一个和平、融洽、合作、发展和繁荣的新时代”,谈判,21,301
信息中心表示，审判在今天上午9点半在北京第一中级人民法院进行，中午12点结束,审判,29,1290
新华社阿尔及尔１２月１４日电（记者徐东华）西撒哈拉人民解放阵线（西撒人阵）１４日释放了２０１名摩洛哥战俘,释放,14,586
抗议者头戴写着“斗争”字眼的头带，身穿红夹克，高呼“反对政府的只会杀害工人的单方面改组计划”和“反对出售国营公司”等口号,出售,2,1127
中国今年购买俄制武器的金额估计约有20亿美元，俄罗斯计划明年向中国出售一批总值150亿人民币以上的新型喷气式战斗机和运输机,购买,2,2147
约旦今年向塞拉利昂派出了１８５０名官兵的维和部队,派出,32,618
副总统律师团今天将前往台北地院去递状，控告《新新闻》诽谤,控告,8,1170
尼泊尔政府也已经加强跟印度交界地区的安全管制，并且逮捕意图从西藏流亡政府所在地的印度北部返回西藏的西藏人,逮捕,27,1221
那天，下班出厂，他夹了个纸包，鬼鬼祟祟的经过厂门，白麻子火眼金睛，一下就喊住了他，过来检查，小C故意不肯，白麻子非要检查，双方争执起来，结果围了一大群看热闹的战士,出,32,2036
但是，一些巴勒斯坦人从清真寺出来后在老城狮子门处同以军警发生了冲突,出来,32,667
汉城地方检察院在今年初逮捕了牟氏夫妇和一批头目,逮捕,27,623
那校友回校别有一番的感情，尤其回忆当时年少轻狂的岁月，都有青春不在的感叹,回,32,1638
除了典狱长头受伤晕迷之外，其余人质安恙无样，另外有一名警察在交火中受伤,受伤,24,1882
2003年杨振宁的第一个妻子李氏去世,去世,1,2207
近来，约旦首都安曼和其它城市连日举行抗议集会和示威游行，谴责以色列镇压巴勒斯坦人民的暴行,暴行,0,798
南朝鲜《日报》：南韩执政新千年民主党国会议员占领国会办公室，阻止反对党的提案弹劾检查长,占领,32,1311
由于死者坠楼的大楼经常遭到小偷，警方初步的判断他可能是行窃的时候不小心坠楼身亡,身亡,1,1362
这是贝尔实验室成立75年来，第一次在美国本土以外成立基础科学研究中凡心,成立,6,1194
"俄罗斯总统弗拉基米尔-普京(VladimirPutin)在德国发表讲话时表示：""我们不排除中油集团参与已拍卖的尤甘斯克(Yuganskneftegas)的生产",拍卖,2,1916
俄罗斯石油公司尤科斯近日威胁说，如果印度石油天然气公司（ONGC）计划收购已经被俄罗斯政府拍卖尤甘斯克的股份，就将对ONGC提起诉讼,诉讼,8,2140
根据奥地利救灾组织的统计，在阿尔卑斯山登山缆车失火惨剧中丧生的155名乘客中包括有1999年世界女子花式滑雪冠军施密特,丧 生,1,1678
”　在北约轰炸南斯拉夫之前，有2000多阿尔巴尼亚族囚犯被弄去贝尔格莱德,轰炸,0,1055
巴以冲突１０号进入到第１３天，由于一些犹太定居者的挑衅，加沙地带在平静两天后冲突再起，约旦河西岸各地的零星冲突还在继续，与此同时，俄罗斯外长伊万诺夫、联合国秘书长安南以及欧盟负责外交和安全政策的高级官员索拉纳正在中东地区积极斡旋巴以危机,冲突,0,1462
这些人犯是因为监禁方式改变了，他们怕以后秘密刑囚的可能性大增，因此发动绝食抗议,抗议,10,1619
信息中心说：在上午的审判当中除了律师之外，彭春燕的亲友都不能旁听，彭春燕请了两名北京律师为她辩护，虽然审判已经完结，但是法院并没有宣判，估计1个星期之后才会宣判,宣判,22,1292
两个星期来，藤森曾亲自带队搜捕前情报顾问蒙特西诺斯，迄今蒙特西诺斯仍未落网,落网,27,0
1990年之前，台湾同胞在大陆投资企业的半数在厦门，来往两岸的台湾同胞，一半以上取到厦门,来往,32,1827
现在回想起那次反对姐的婚姻的事,婚姻,5,1934
施罗德在电报中说：“你们经过长途跋涉抵达悉尼，参加即将开幕的残奥会,抵达,32,961
他们在那里接受医生体格检查后各自回家与家人团聚,回,32,177
（耶路撒冷综合电）以色列总理巴拉克的女发言人说，尽管一颗汽车炸弹在耶路撒冷爆炸至少造成两个人死亡7人受伤，巴拉克仍将在以色列电台宣布同意跟巴勒斯坦一起履行《沙姆沙伊赫协议》的声明,死亡,1,107
新华社北京１０月４日电北京、上海、河北、山西、福建、贵州等省市天主教界今天分别召开座谈会，一致表示，坚决拥护我外交部声明和国家宗教局发言人谈话，坚决支持中国天主教“一会一团”的严正声明，对梵蒂冈借“封圣”之名歪曲和篡改历史，利用宗教干涉中国内政的反华行径表示坚决抵制和反对,座谈会,21,1102
他们希望能够暂缓实施缩短工时，免得工厂倒闭让大家失业,倒闭,28,1342
这项上诉要求对一联邦巡回法院就佛州总统选票统计问题做出的判决进行复审，该法院拒绝了布什阵营关于制止佛州棕榈滩等３县进行人工重新计票的要求,上 诉,25,162
煤炭、有色、军工、冶金行业扭亏无望的企业和资源枯竭的矿山将是明年实行破产关闭的重点,破产,19,1307
为了表示我的爱心，只要有可能，我常常不是把他们一起带出去，就是先回家做好菜，再去赴宴,回,32,2217
而这次的美国大选是同时改选国会议员，根据cnn的统计，在众议员方面共和党囊括了220席，民主党拿下了211席，有两席还没有开出，由共和党取得多半数，而参议院只剩下了华盛顿州一个名额还没有开出，共和党是以50席领先民主党的49席，而这个席次要是被民主党拿下，那么就会形成各50席，就要看总统大选最后结果，才能决定哪一党掌握了参议院，而根据美国的宪法副总统是接任参议院的议长，在表决平手的时候他可以投下关键性的一票,改选,17,1328
刘姓少年就这样倒卧在校门内的血泊当中，送到马间医院时已经没有生命迹象,没有,1,342
布什将于１７日晚些时候前往首都华盛顿，作为当选总统展开一系列政治活动,前往,32,640
他建议法国方面派队员到古巴做示范，逐步改变古巴球员的思维方式,到,32,519
英格兰去年生下一个孩子，据信格拉纳可能是这孩子的父亲,生下,11,449
郑老返乡的第二站是去距古炮台以西约３公里的大沽船坞,去,32,196
预期星期天的世界妇女大游行将有数以万计的人参加，这个游行的主题是结束对妇女的暴力，争取男女平等,游行,10,1724
走出会议室，一位年过花甲的老太太仍然无法抑制内心的激动,走出,32,829
杭州市中级人民法院认为许运红身为国家工作人员，为恂私情而不正确履行职责，致使公共财产、国家和人民利益遭受特别重大损失，其行为已构成滥用职权罪，且犯罪情节特别严重，故依照我国《刑法》第397条第1款、第2款规定做出了上述判决,判决,22,363
继海军前舰管室主任雷学明被释放之后呢，涉及拉瓦耶级军舰弊购案的前海军少将王庭深以及其他两名军官康士成，还有程志波也在今天以羁押期限已满，开庭审理之后当庭释放,羁押,27,1444
此案由北京市人民检察院第一分院于2000年11月24号以庞友等4人犯利用邪教组织破坏法律实施罪向北京市第一中级人民法院提起公诉，北京市第一中级人民法院于2000年12月5号依法公开开庭审理并当庭宣判,公诉,13,1764
（新德里综合电）来自印度控制的克什米尔地区的两名武装分子，前晚对印度的著名历史古迹德里红堡进行了袭击，打死三人,袭击,0,1045
有关当局周四说，把汽车停在铁轨上企图自杀，因而导致列车对撞的加州男子阿瓦雷兹(JuanManuelAlvarez)可能面临死刑,自杀,1,2054
1958年10月中国人民自愿军全部撤离朝鲜返回祖国,撤离,32,1414
副总统吕秀莲这一次决心要告到底,告,8,400
第二天，我打电话给妹婿，想问问情况,打电话,15,2155
蜂拥而来的上千影迷把华视的大厅是挤得水泄不通,蜂拥而来,32,1305
小儿麻痹症的预防多年来一直是澳门预防接种的一个重点，１３岁以下的儿童都可以在政府卫生中心和医院免费接种疫苗，工作人员还到学校上门服务，因此，多年来澳门预防接种的复盖率一直保持在９０％以上,到,32,251
矿工们使这个煤矿停工，他们要求南斯拉夫总统米洛舍维奇承认在最近的总统选举中失败并且下台,下台,31,1303
“通过这件事我们都加装了监视器，尽量来防止歹徒来抢劫,抢劫,0,1656
阵阵的枪声引来了民众的侧目，后来有人发现情况不对才报警将两个人给逮捕,逮捕,27,1326
上诉将由佛州最高法院裁决，我认为，裁决将了结总统选战,上诉,8,47
今年１０月，约旦向联合国表示，将于今年年底前撤出其驻塞的维和部队,撤出,32,619
最近一些身份不明的武装匪徒对几内亚边境村庄的居民连续发动袭击，数十名村民丧生，造成严重的物质损失,袭击,0,848
”王文洋说他不知道黑函到底是谁写的，而红人集团也认为，黑函根本是将最近所发生不利于王文洋的事端，全部综合在一起，想象力太过丰富,函,15,1480
施罗德早在一年前就准备访问上述国家和地区,访问,32,92
不久前去世的一代奥运巨星、捷克著名长跑健将扎托佩克因对世界体育事业具有非凡贡献，还被特别授予捷克“二十世纪体育传奇英雄”称号,去世,1,910
这是记者在今天结束的全国七大流域（片）水功能区划报告专家座谈会上了解到的,座 谈会,21,18
昨天，由台湾的中国统一联盟发起，夏潮联合会、劳动党、劳权会等单位共同主办的“庆祝台湾光复车队大游行”在台北市举行，近百车辆参加了这一活动,游行,10,790
182号班机从蒙特利尔起飞，目的地是新德里，原本计划中途在伦敦停留,起飞,32,1071
各独立团体，如印尼各政治党派，在班达亚齐到处建立办事处，并且在分发食品，但往往搞得杂乱无章，令人对其救灾努力的实效感到担心,建立,6,2046
新华社贝尔格莱德１１月２３日电据南通社２３日报道，波黑塞尔维亚民主党提名的候选人沙罗维奇在１１月１１日举行的大选中，当选为波黑塞族共和国总统,当选,17,244
据一小店铺的女老板透露，泳乐大世界今年１０月份就停业了，主要是泳客太少,停业,28,554
知情人士透露，在过去数周中，上述两家公司的管理人士曾多次会面，探讨合并的可能性,会 面,21,2090
"""他表示，中油集团没有参加这次拍卖",拍卖,2,1917
警方研判歹徒可能相当清楚张家荣的作息，而且张家荣在案发用脚踏车奋力抵抗，所以歹徒行凶用的西瓜刀遗留在现场,行凶,0,1176
游泳中心主任李桦表示，在决定开除田亮之前，曾经与田亮会面，但发觉田亮仍无悔意,开除,31,2265
据当地通讯社报道，旁遮普省首府拉合尔市一个繁忙的汽车站内当天下午在短短１５分钟里连续发生两起爆炸事件，造成至少１２人受伤，其中大部分伤势严重,爆炸,0,234
朱（金字旁容）基总理将同东盟和日韩领导人着重就东亚发展的前景以及加强东亚合作交换意见,交换,21,1040
这次攻击再次显示，叛乱份子攻击伊拉克临时政府心脏的能力,攻击,1,2214
再次是组织总理选举可避免党内的挑战，为自己再次当选总理创造条件，连日来工党内要求更换巴拉克的呼声越来越高，巴拉克突然决定辞职，在60天内组织总理选举，在时间上为党内竞争对手带来许多难题，使他们无法在短期内组织力量进行竞争,辞职,31,1349
新华社西宁１１月９日电（记者梁娟　徐鸿伟）日前，记者从柴达木盆地所在的海西州经济发展计划委员会了解到，新西兰锂业有限公司与中科院青海盐湖研究所合作成立的年产１００吨的碳酸锂的青海锂业有限公司，目前已在德令哈市东台盐湖地区建设,成立,6,865
几台手机同时拨打110，终于通了,拨打,15,2151
他17岁没到独自跑到哈尔滨上大学，不，确切地说是大专,跑到,32,474
福永圳经贸办说，目前该厂已经符合深圳《劳动法》的规定，扣除伙食、住宿等费用也是合理的，至于打人的日籍管工他已经被调走,打,0,1809
新华社南宁１１月３日电（记者程义峰　刘水玉）原广西壮族自治区财政厅厅长佘国信受贿一案今日作出一审判决，南宁市中级人民法院依法判处被告人佘国信无期徒刑，剥夺政治权利终身，并处没收其个人全部所有财产,判决,22,691
每年过年前都是民众到银行去领款的高峰期，不过今年经济不景气或许有人会动起银行的歪脑筋想不劳而获,到,32,1562
同一天，在东京，暗藏在原本是要送上另一趟印航班机的行李中的一枚炸弹爆炸，当场炸死两名行李处理员,炸,0,1072
美国威斯康辛一名中学生投诉暑期作业太多，令他承受「不公平的包袱」和「不必要的压力」，兼影响他的暑假大计，入禀法院要求禁止全州老师派发暑期家课,投诉,8,1991
然而，针对民主党大选前的“抹黑”，小布什的竞选顾问否认了布什被捕事件,被捕,27,685
巴拿马中国商会会长蔡梅江在祝酒辞中介绍了巴拿马中国商会的性质和宗旨，同时还强调了商会成立对促进中巴两国经贸关系的重要性,成立,6,294
消息透露，男童今次擅自离队据讲是为与ICQ女网友约会，并携同一千五百元的零用钱，与小女友在内地玩足廿三日，最后被广州公安认出，才乖乖地向其二叔及父母和盘托出,约会,21,1931
他说，原本活泼好动的他如今半身不遂，他孤立自己，变得不爱出门，也不喜欢跟人交流,半身不遂,24,598
该组织打算在本周初入禀法庭，指控有关方面恐吓选民和侵犯其他的投票权,指控,13,212
”孙志朗强调这两天他一定会做出决定，而且是他个人也就是教育部长该做的第一选择，无关政治更没有下台压力,下台,31,1525
今年６月，朝鲜半岛北南双方举行了历史性的首脑会晤，朝韩关系迅速改善，朝鲜半岛局势明显缓和,会晤,21,931
"""安全到家了",到,32,2112
然而，出生于1965年的文仁亲王───德仁皇太子唯一的弟弟，是皇室最后一名出生的男性,出生,11,2222
小姐和客人只要接到警报，就要马上从两处暗门逃跑,逃跑,32,1268
警方表示，该名男子目睹了肇事的全部过程，他已经被警方拘捕，将被控以杀人罪名,拘捕,27,2078
随学校到内地交流后在深圳离奇失踪的十五岁中四男生许景霖，前日在广州被公安寻回,到,32,1930
1990年开始投资克莱斯勒公司，1995年曾经计划收购克莱斯勒，目前他是戴姆勒克莱斯勒公司的第三大股东，通过他的特拉辛达投资公司，持有戴姆勒克莱斯勒公司大约4％的股权，共为3300万股,收购,16,140
彰化一名男子昨天晚上开着地的士轿车，结果是连人带车冲入路港镇的一条大排水沟，救难人员花了两个多小时搜寻才拉起了轿车，可惜男子已经溺毙了,冲入,32,1416
企图开除军人领袖穆沙拉夫的沙里夫是在去年10月发生的不流血政变中被推翻,政变,0,769
1957年诺贝尔物理奖得主82岁的杨振宁迎娶28岁的潮州少妻翁帆翁帆在毕业之后结婚及很快离婚,迎娶,5,2202
她要求运动员在完成奥运会任务返回各个地区后，能够继续保持训练,返回,32,654
尼泊尔新闻媒体报道说：取道尼泊尔逃往印度的一些中国西藏人,逃往,32,413
（温哥华路透电）被指控为在中共执政以来最大走私丑闻的重要人物赖昌星，于星期五被判继续关押在加拿大监狱中，此前，他因为非法移民罪被关在狱中,判,22,280
