,sentence,trigger,event_type,tag
970,"The Sunni's had ALL the power about a year ago. Then they, the minority, were toppled, and they used their power to intimidate and threaten Shi'ites through the entire period. Who do you think the insurgents were killing -- shi'ites.",vote,17,1737
386,"The explosion comes a month after a bomb exploded at a McDonald's restaurant in Istanbul, causing damage but no injuries.",explosion,0,1411
1414,A Turkish military spokesman on Saturday denied Turkish troops had crossed into Iraq.,crossed,32,1215
83,"Brooks, briefing reporters at the U.S. Central Command headquarters, also disclosed that Marines had broken up violent clashes on Wednesday in Tikrit, Saddam's hometown. The fighting broke out between club-wielding members of the former ruler's clan and a rival group, he said.",clashes,0,1317
877,reporter: now stewart is hoping people don't run out on her. the celebrity indicted on charges stemming from the sale of imclone stock. stewart and former imclone ceo sam waksal shared a broker who now also faces charges of obstruction of justice and perjury.,charges,13,589
1201,"He was cited for simple assault and battery. If there is no evidence, and that includes the belt buckle, how can the county prosecute this case.",assault,24,1646
396,"The Security Council's ``handling of the nuclear issue on the Korean Peninsula itself is precisely a prelude to war,'' the spokesman said.",war,0,1265
593,"Rumsfeld said the Army was sparing no expense or effort to acquire as many Humvees and other vehicles with extra armor as it can. What is more, he said, armor is not the savior some think it is.",acquire,2,1800
279,"""I'm here to support him and others who are fighting for their country. They wouldn't be here if it weren't for the freedoms that others fought for,"" she said.",fighting,0,1002
1059,"reports showing a rebound in new york's manufacturing sector is helping to fuel that optimism today. right now the dow jones industrial average with a triple-digit gain, up 137. the blue chip advance is being led by manufacturers 3m and caterpillar, as well as merck and johnson & johnson. and the nasdaq composite is adding more than 1.5%. meantime, shares of kmart are surging nearly $3. it lost $862 million in the first quarter, but that's much better than the retailer did a year ago when it was under bankruptcy protection. that's the very latest from wall street.",bankruptcy,19,622
1561,"right now, cast our eyes to the middle east, getting word that a massive assembly of shiite muslims is now come together in beirut, lebanon. this is a rather remarkable arrangement because they are cheering there the arrival of khatami, the president of iran. now, he is making a trip and you see him there with his hands raised, there with the cloak on, shaking his fists, hands classped there, in a salute to the crowd. president khatami is in beirut and what is observed here is very closely watched, what kind of words he'll utter when he speaks to this crowd. iran now being pressured by the u.s. to back off on supporting hezbollah. hezbollah is an organization based in lebanon that has beenify dn dn been tied to terrorist activity and peter bergen mentioned saudi hezbollah an organization working in that country. the key is going to fwo see whether or not khatami actually does signal that he is going to be heeding the word of president bush and backing off in some way in supporting hezbollah. that will be a very important development as we continue to watch the mideast peace process between palestinians and israelis develop. we are seeing that secretary of state colin powell also traveling through the region, trying to get regional leaders there to put more pressure on the palestinians to stop any terrorist activities that may be happening on their behalf as well in that region. we'll watch and listening very closely to president khatami's visit there in beirut, lebanon. moving on, president bush on road today, where is campaigning again for a tax cut package. likely to comment on the developing story in saudi arabia. chris burns traveling with the president, he joins us from indianapolis. hi, chris.",arrival,32,530
1413,"People lined up along the streets, giving thumbs-up signs to the aid convoy as it rolled by and begging for food and cigarettes.",rolled,32,1238
67,"""It's a very powerful bomb. The waiting shed literally exploded,"" said Vice Mayor Luis Bongoyan, speaking to local radio station",exploded,0,964
1107,"''For us the United Natgions is the key authority'' in resolving the Iraq crisis, Fischer told reporters opn arrival at the EU meeting.",meeting,21,1194
230,"France and Germany, which were most vocal in opposing this US- led war against Iraq, have been insisting that the United Nations should play a central role in the phase of post-war Iraq.",war,0,1521
249,"With the exception of a 15 yard shanked punt and a punt snap that Kody Bliss missed while having an apparent thrombosis, Auburn led 21-7 at the half and had held UT to 46 yards of offense. While the Auburn running game was held up, Jason Campbell threw it all over the ball field and, when his receivers were covered, he ran for yardage on his own. This despite several late hits to the head, low hits at his knees and ankles, and various other assaults outside the realm of good sportsmanship.",hits,0,1959
1586,"You can imagine this every day, every month. So many people come here, but we don't know about them at all.",come,32,256
1281,"yeah, I guess so. The truth is I don't really, uh, I don't really know much about that topic.  I didn't really follow the trial very closely at all",trial,29,780
1592,"this is very worrying and i believe the israeli army should take special measures to prevent this. the message from the israeli government is that its soldiers are not targeting journalists, but that journalists who travel to places where there could be live fire exchange between israeli forces and palestinian gunmen have a responsibility to take greater precautions.",travel,32,504
286,"Since then some in the Bush administration  _  particularly Deputy Defense Secretary Paul Wolfowitz, a former ambassador to Jakarta and a prime architect of the Iraq war  _  have pushed for the ban to be repealed.",war,0,1296
383,turning to wall street. disappointing auto sales are denting the shares of the big three. of course there are ongoing fears about terrorism and a war with iraq. the dow has slipped 116 points. the nasdaq is@ down three,terrorism,0,315
54,You're talking about blowback. You don't know what happens when the most powerful nation on Earth invades and occupies a Muslim nation and kills tens of thousands of people.,invades,0,60
70,One analyst said China -- which like Russia and France wields a UN Security Council veto but never threatened to use it to prevent the war -- recently won its role as chief mediator between the United States and North Korea because other regional powers' confidence in Russia fell as a result of its Iraqi diplomacy.,war,0,1041
1173,"She doesn't have a lot of leeway here. She has done this numerous times and they are not likely to give her another wide open chance like they did the first 3 times. She will probably have to serve out her sentence in FL, AND if she has not already served all her time in AZ, they will then ship her back there to do THAT time.",sentence,22,1641
558,"Well, if it's true and obviously we don't know just yet but if it's true, it is very significant because it's effectively the Iraqis admitting that many of the civilian casualties that we've seen over the last few days may in fact have been caused by Iraqi surface to air missiles falling back to ground in residential areas.",casualties,1,139
1575,"right. well, first of all, the spacecraft would not be launched from earth. you'd have to launch is from in space already, which means we would have to build it in space. so that means we need a good shuttle that's going to take us back and forth to build the spacecraft. then we have to come up with the fuel that will take it out of the earth's orbit all the way to mars. that's probably going to be nuclear propulsion at this point again something we haven't really developed yet, because we couldn't carry that much fuel, obviously. liquid oxygen would be way too heavy to carry all the way to mars. the bigger issue is once we get there, we can't carry oxygen or water or food to stay there three years, so we're going to have to do all of that on the surface of the planet. and think of it. mars is carbon dioxide. so we can't breathe there. so we're going to have to come up with some conversion technique to create water, to create oxygen and then some way of growing food on the planet itself. all of this is in the works now, but i think it's going to take quite a few years to develop it.",launched,32,655
271,"It is a huge sigh of relief, because it could have been much worse and Baghdad could have been a war theater with more destruction to property. And, obviously, there are four million people who could have suffered more. So, there is a sigh of relief that it is not worse. But, obviously, there is a great, great concern about the scenes that you've been showing on television.",war,0,281
72,"It's a great question. I think the animation is good because it does show that you can hide literally anywhere in a city environment, and that is why movement through an urban area is very, very dangerous. It's the side that's moving that's going to take the casualties. That said, the armored fighting vehicles that you see there they look to me as if they're moving a little bit faster as than we probably will. We'll use patience and finesse. We will take the time to locate the enemy, surround the blocks and the buildings that he is in. And then we'll probably surge fires into their both lethal and nonlethal to make his position untenable, to make him move rather than us moving through the assault zone. At which time we can engage them or arrest them.",assault,0,210
1417,"Well Judy, the Pentagon is beginning to see positive signs that it hadn't seen for awhile. First of all, as we saw just a few moments ago on CNN, the pictures of some of the actual happy Iraqi citizens welcoming U.S. troops, that taking place in Najaf. Also the Pentagon is seeing lighter than expected resistance indicating at least that they may have really seriously degraded those Republican Guard divisions before the U.S. troops arrived, both in Karbala and also in Al Kut. They met lighter than expected resistance. But the Pentagon officials stress that as they close in on Baghdad, this becomes the real dangerous part as they enter that so- called red zone where Saddam Hussein is believed to have given his commanders authority to use chemical weapons, and that use of chemical weapons remains a real fear at the Pentagon.",arrived,32,168
1565,"that was nice.  Um,  uh, it was- it was a good day.  Uh, but, you know, we- we -- spend all day together.  It's not like you just go and eat dinner a couple of hours and go home.  You go and you stay twelve hours -- because most of my relatives live within thirty minutes of each other,",go,32,904
937,"In the latest edition, staff writer Jeremy M. Lazarus reports that the Legislative Black Caucus celebrated killing a bill that would have merged the Department of Minority Business Enterprise (DMBE) with the Department of Business Assistance (DBA). Del. Dwight Jones (D-Richmond), chair of the caucus, said killing the bill had been their ""main objective"" in an effort to, according to Lazarus, ""promote economic justice for black businesses.""",merged,16,1873
1120,"Rashid Ahmed made the remarks when his attention was drawn to the recent visit by Afghan President Hamid Karzai, according to the Associated Press of Pakistan.",visit,21,1529
1395,"Well, I have a nephew, he just got back from Iraq.",got back,32,935
1049,"american airlines not out of the woods yet. for the latest on the company to avoid bankruptcy, check with rhonda schaffler.",bankruptcy,19,453
1520,"Saturday, July 2nd - Fly from Austin, Tx to Boston and stay with friends living in Boston",Fly,32,1709
309,"want to get to florida. a massive manhunt underway where a rapist is targeting children. dna testing has conclusively linked one man. the two most recent victims, age 11 and 13. they also believed one of those attacked in this string is age 79 as well. we talked with the lieutenant in miami and there is big time concern in the shenandoah neighborhood, southwestern portion of miami. overseas in iraq, a major operation underway.",attacked,0,605
1244,"Nicolae Mischie, authoritarian leader of a district organization of the main opposition party, has been jailed.",jailed,27,1931
474,"Five Iraqi civilians, including a woman, were killed Monday when their houses were hit by a missile fired by the US-led coalition warplanes, witnesses said.",killed,1,1502
986,Sunnis say Iraq poll illegitimate A leading group of Iraqi Sunni clerics have said the country's landmark election lacks legitimacy as so many Sunnis did not take part in the vote. The clerics had encouraged Sunnis to boycott the elections because of the presence of US and foreign troops.,election,17,1724
587,"I've been keeping a careful eye on the Blockbuster / Hollywood machinations for a while (and well I should -- I have stock in one of the deal's participants, Movie Gallery ), but even so I'm surprised that Blockbuster's latest gambit is to buy up Hollywood's debt . It's an admirable hedge -- if Movie Gallery wins, it could improve Hollywood's rating, and either way it offers Blockbuster some leverage. And this is, as far as I know, the first time since the Allegheny deal that there's been a hostile takeover using debt.",takeover,2,1998
91,"on we go in the meantime. again, today, there were disturbing hints, and we underscore hints here, that coalition forces may soon face an attack using chemical weapons. yesterday the story centered on intelligence regarding enemy intentions. today the evidence is somewhat more tangible. reporting for us, cnn's david ensor.",attack,0,380
1567,convicted rapist and max factor heir andrew luster is back in california. luster returned to los angeles yesterday from mexico following his capture tuesday by american bounlty hunters. luster skipped bail during his trial in january for raping and drugging three women. he was sentenced in an sten shah to 124 years in prison.,returned,32,645
15,"It was a discovery that horrified the soldiers who made it. The remains of hundreds of men were found in plastic bags and Unsealed hard-board coffins. British troops found the bodies at an abandoned Iraqi military base on the outskirts of Azubayr. The evidence suggested it was the scene of appalling atrocities. The teeth in many of the skulls had been broken, and bones appeared to be wrapped in strips of military uniform. It's not clear how long the bodies had lain here, but they were clearly not from this war.",war,0,237
735,"The Giuliani-Nathan nuptials will be a first for Bloomberg, who is making an exception from his policy of not performing weddings, said Bloomberg spokesman Ed Skyler. Giuliani regularly officiated at weddings while in office.",nuptials,5,1362
1314,"Well, there has been a terrible discovery by some other British troops in southern Iraq. Up next, evidence at a makeshift morgue points to mass executions by the Iraqi regime. But first, more scenes from today's fighting in Baghdad.",executions,30,227
392,"You know, you're sending these guys over there and you want them to be at peace of mind, you know, they- you want them to be able to fight, you know,",fight,0,928
1126,"There are different groups who have advantage over others in different parts of the country. Unfortunately, we do not have a national group that can appeal to Iraqis as Iraqis within a credible voice.This needs to be constructed, maybe through a conference to be held in Baghdad, where representatives from provinces all over Iraq need to participate, as well as political groups. But we do not have a single group, a single leadership or a single council yet.",conference,21,284
1220,Malaysia's second highest court on Friday rejected an appeal by jailed former Deputy Prime Minister Anwar Ibrahim against his conviction and nine-year prison sentence for sodomy.,appeal,25,1320
1587,"if you're just starting your week, good morning, once again. 7:30 up and down the east coast. welcome back to ""american morning."" overcaes -- overseas, president bush will leave france in a few hour's time after a second meeting face-to-face in private with french president jacque chirac today. the president called that meeting helpful and said the disagreement between the united states and france over iraq does not mean the two countries have to be disagreeable. mr. bush travels next to egypt and he will enter middle east peace talks at middle east. he says he will spend as much time as necessary to achieve peace between the israelis and palestinians. a key trip continues for the week. want to say hello again to daryn right",leave,32,568
1168,"Well, he he he probably will, yeah.",will,22,802
1352,"2. Workplace Culture Describe the organizational structure of your current or former workplace. How many people work there, and what is the hierarchy",former,31,687
14,"I understand that representing people is what attorneys do but even attorneys have some choice in whom they represent. The line of defense Kaine used was that Tugle had not really raped the grandmother because ""forcable sodomy was not rape according to the law at the time.""",raped,0,1880
1366,"it sounds to me like some rats at my former network, nbc, are spreading some lies about me. you know, they can't compete fair and square on the battlefield so they're trying to stab me in the back. it is not first time.",former,31,397
203,"It might. I mean that's absolutely one of the fears. That it would destabilize the entire region. On the other hand, the region is pretty unstable, filled with people who already hate Americans and seek to do America harm. So the question is, could it be worse",harm,0,99
607,"The rebels have captured the country's main international airport, said a top official in a 300-strong African security force policing the city.",captured,2,1500
1347,"I I'm sorry to see Colin Powell leave, leaving. I think he's probably one of the most -- diplomatic -- um, men that I've seen in politics.",leave,31,713
1032,"Apart from those convicted of murder, 16 people are on death row for drug trafficking -- 11 foreigners, four Indonesians and a Dutch citizen of Chinese-Indonesian origin.",convicted,18,1014
1291,And the trial's there.,trial,29,763
93,"reporter: the revelations about kennedy's alleged affair with an intern make up just a couple lines in historian robert dowd's 700-plus page biography. the information comes from a single source, an interview with a former kennedy staffer who says she does not remember the intern's last game. although he finds the reports of kennedy's womanizing credible, he believes new information about kennedy's health problems is more significant. jfk's public image was one of youthful vigor but in truth he battled serious medical problems his entire life. twice before becoming president he was so sick, a priest was brought in to give him last rites. while researching his new book on jfk, dallic uncovered previously sealed medical records that detailed the ek tent of his medical troubles and the lengths he went to conceal them from the public. there are many stories about politicians who used political influence to get out of military conflict. but dallic shows he youed his family's influence to get into the navy just as america was on the verge of world war ii. in 1941, he flunked two military medical exams. his powerful father intervened, getting yet another exam. reading the report of his exam, one would think he never had a serious physical problem in his life. it was a complete whitewash that would never have been possible without his father's help. kennedy entered the navy earning hero status for saving his ship mates when his boat pt-109 was sunk by the japanese. dallek says kennedy's brushes with death, combined with his t deaths of his sister and brother, fueled the ambition to led him to become the youngest person elected president in american history. kennedy told a friend before he entered politics, you've got to live every day like it's your last day on earth. that's what i'm doing. jonathan karl, cnn, washington.",war,0,531
434,What do you think US policy should be toward Palestine now that Arafat has died,died,1,814
996,"In Iraq, an election takes place in which one of the three major forces vying for control of the country opts out. A few people will turn out and elect somebody. It is hailed as the greatest triumph of democracy since the defeat of Imperial Japan.",elect,17,1673
424,"If not, I fully expect the Packers and many other teams to handle this matter ""on the field"" with Darius being the target of similar attacks by tight ends and offensive lineman.",attacks,0,1967
758,"Separately, the United States has decided to divide the military and humanitarian relief mission in Iraq into three parts under American, British and Polish command, the official said, speaking on condition of anonymity. Six European countries have agreed to contribute troops to the British and Polish sectors to create an international stability force, the official said.",create,6,1363
277,"... that have dangerous weapons. I mean, what happens if India decides that they could have a preemptive strike against Pakistan",strike,0,89
754,"Also on Sunday, South Korean lawmakers said they would work to quickly set up a special parliamentary committee to deal with the North's nuclear issue.",set up,6,1272
1355,"A year ago, the program was in disarray and the coach was one poorly executed plane trip away from being fired by an over-zealous and too empowered booster with a fat checkbook. Since that day, the team is undefeated and has won 14 games in a row. They have now beated four teams that were in the top 15 at the time the games were played, and two of those games were won away from Jordan-Hare Stadium.",fired,31,1958
316,"it's with wednesday, march 5 200 3. i'm wolf blitzer in washington. is the u.s. going to war",war,0,365
1248,"Ocalan, leader of the Kurdistan Workers Party, or PKK, is serving a life sentence in Turkey for leading a 15-year insurgency against the country that left 37,000 people dead.",serving,27,1472
171,"The 24-year-old gunman went into a Best Buy store and started firing. When he ran out of ammunition, he was captured by mall employees, police said.",firing,0,1835
358,"israel has experienced its fifth suicide bombing in three days. police say a bomber blew herself up outside a northern israel shopping center when she was stopped by a security guard. three people plus the bomber were killed, and at least 30 others were hurt. the french press agency says the militant group ""islamic jihad"" is claiming responsibility.",bombing,0,339
1038,"Records appear to show that 50000 _men_ were convicted of homosexuality during the Nazi rule, finding out how many were sent to a camp and killed there is more difficult especially as some who were sent to normal jails were transferred to camps at the end of their sentence, but 10-15k seems reasonable",convicted,18,1779
267,Do you support the war,war,0,956
611,"Beleaguered French media group Vivendi Universal is in advanced negotiations to sell its theme park business to a US firm for around 1.5 billion dollars, the Los Angeles Times said Friday.",sell,2,1091
571,"Where he had committed the murders, so.",committed,1,769
1092,"reporter: there are some suggestions after the viz it yesterday of colin powell meeting with ariel sharon, palestinian prime minister abbas said more progress may be made on implementation of the u.s. administration's road map to peace. ""the los angeles times"" reporting that israeli and palestinian officials may be very close to reaching a deal for security control, not just of a small part of gaza, but returning all of the gaza strip to palestinian control, that's a very significant step, indeed, plus the west bank city of bethlehem. the ""l.a. times"" reporting that negotiations continuing and will resume tomorrow. senior israeli officials telling cnn that the size of the area to be returned to the gaza strip is not so much the question confirming that, in fact, returning all of the gaza strip to palestinian security control is one of the options the israelis have indeed put on the table, the issue is the palestinian readiness and willingness to be able to implement full security control throughout all of the gaza strip. now, from the israeli perspective, that also means they would expect palestinian authority to fairly quickly begin to disarm and dismantle organizations like hamas in particular. the",negotiations,21,648
1205,"I think so. I think he got into an argument with her and he pushed her. And I think she fell and maybe she hit her head or something and it killed her, so he panicked.",hit,24,765
276,"All right. Well, this is something that we've been trying to get a grip on for years, exactly what the Iraqi people feel and also that I think the best evidence that we had before the attack began was that Iraqis do, they despise. They are desperate to be rid of him but by the same token, they don't like another country coming into their country to overturn the government and beyond that, I think it's probably most important for most Iraqis is they're deeply suspicious of the United States. They remember that the United States betrayed them in 1991. The U.S. didn't finish Saddam then. President Bush - then President Bush called on them to rise up and then the U.S. did nothing and so they're deeply suspicious of what we have in mind.",attack,0,137
263,"Add the tactic of booby-trapping your own dead to the effective suicide bombings, and it's clear to say that the Geneva Convention isn't on the minds of the insurgents. For that I believe the Marines should handle dead and wounded insurgents by any means necessary to ensure their own safety and prevent a possible ambush. I'm no fan of this war either, but it irks me to no end reading and listening to civilian opinions on how soldiers should conduct themselves in hostile war zones from their comfortable recliners.",bombings,0,1790
1242,"reporter: wolf, the government will announce a plea agreement that was reached with an ohio truck driver who allegedly has ties to al qaeda, and the driver's name is iman ferris, and according to government sources al qaeda leader, khaled sheikh mohammed told investigators that ferris's order to surveil the brooklyn bridge was the ultimate goal of trying to cut the suspension bridge's cables and he was involved in a plot to drive a truck loaded with explosives onto an airport tarmac to blow up a plane. obviously, neither plan came off. ferris disappeared from sight, and cnn has confirmed he was taken into custody. the documents regarding this case, wolf, were just unsealed he pled guilty to two counts back on may 1st, because of the extreme sensitivity of the case, details about the plea arrangement were kept under seal. we are told he pled guilty to conspiracy to provide material support to terrorists and actually providing material support",taken into custody,27,643
831,"Shaquille O'Neal's wife gave birth to a baby boy early Saturday, eliminating any chance that the Los Angeles Lakers center might skip a playoff game to witness the birth.",birth,11,1329
1560,"So many different pictures we are getting from across that country. Well, they are making their voices heard at home and abroad. When we return, Americans this weekend are marching against the war and in support of the troops. We'll check out some of the demonstrations. Here in the United States this weekend just as they did last weekend, anti-war protesters taking to the street. In Los Angeles, the International Black Coalition for Peace and Justice is sponsoring a rally for peace today. Congresswoman Maxine Waters was among those scheduled to attend. In the meantime further north in California, San Francisco is the setting today for a rally aimed at boosting the moral of the American troops in the Persian Gulf region. CNN's Rusty Dornin is with us from San Francisco. Rusty, what sort of crowd is showing up there",showing up,32,148
98,"Thanks very much, Judy. And Colonel Leonhard, we're going to talk a little bit about urban combat. And I wanted to just start this off by saying a lot of people when they hear about urban combat, they think of that Blackhawk down scenario, Mogadishu and the problems that can go wrong here. This is not probably a comparable situation, is it",combat,0,207
250,"The shootings  _  which the Israeli army said came in response to attacks by Palestinians throwing stones and molotov cocktails  _ came a day after Israeli Prime Minister Ariel Sharon declared that Israel's occupation in the West Bank must end, stunning both dovish opponents and hardline allies.",attacks,0,1419
1105,Israeli Foreign Minister Silvan Shalom on Wednesday stressed Qatar's role in the Middle East peace process during talks with his Qatari counterpart Sheikh Hamad bin Jassem bin Jabr al-Thani in Paris.,talks,21,1100
706,I would like to make a donation to help the survivors of the tsunami. I have a lot of skepticism with the Red Cross and a few others based on horror stories I have heard reported in the media. Because of this I have always shied away from these national organizations and stuck with local groups. Any thoughts as to where my money would go the furthest. Appreciate any input.,donation,4,1597
1436,"U.S. forces moving ever closer to Baghdad, but military officials say they are not counting on capitulation. For a look at what might lie ahead for U.S. forces, let's turn to our Miles O'Brien in Atlanta.",moving,32,173
1142,"France's U.N. ambassador, Jean-Marc de La Sabliere, made the proposal at a Security Council meeting where members heard a briefing by chief U.N. weapons inspector Hans Blix and for the first time exchanged views on potentially divisive postwar issues.",meeting,21,1337
8,"As coalition forces push ahead in their march toward Baghdad, they have encountered some resistance in the Shiite holy city of Karbala. But American troops and their superior technology have turned out to be a key factor in the fighting there. And to the south, British forces continue their attack on targets around Basra. ITN correspondent Tim Ewart reports.",fighting,0,181
1455,"I've been to your lovely state once before, down in the hollers. Yeah, a long time ago.",been,32,907
1047,Faisal was convicted in May 2002 for publishing false and exaggerated information abroad that harmed the government's reputation and dignity. She was sentenced to 1{ years in jail.,convicted,18,1401
11,"It was a showpiece of his regime. Now Saddam International Airport is controlled by coalition troops and, tonight, it has a new name, Baghdad International. These pictures were taken on the runway just moments after the coalition attack. A passenger jet burned out on the tarmac. Wreckage burning in a hangar as U.S. troops rush in. At dawn this morning, U.S. tanks and infantry had rolled in to claim their biggest prize of the war so far. Building by building, they swept the terminal complex, then moved on to secure the runway. The fall of his airport is a humiliating blow for Saddam. It lies just 12 miles from Baghdad and will be a key forward base for U.S. troops as they prepare for a push on the capital. More than 300 Iraqi soldiers have been left dead. Some Republican Guard troops fought fiercely on the northern side of the airport complex.",attack,0,215
1371,"The last State Archaeologist, Catherine Slusser, is still around, according to the article, serving the Department of Historical Resources. She describes the untenable ongoing situation with archaeology budget cuts: ""Few Virginia employees have attended national conferences.""",last,31,1885
421,"There was the free press in Qatar, al Jeezera but its' offices in Kabul and Baghdad were bombed by Americans. Only one thing the neocons hate more than despotism in the middle east and that is freedom of the press in the middle east.",bombed,0,1552
1548,"It's now just one day until I hop in the car and head back in time to the loveliest village on the Plains...Auburn, Alabama.",head,32,1947
1307,"Hi.  I'm Alithia.  Um,  uh, Scott Peterson trial.",trial,29,761
401,"All right, Gary Tuchman with some Charms. You saw him holding it. I will be talking with a ranking member of the Senate Foreign Relations Committee, Senator Joe Biden, just ahead, for his take on how the war is going. Could Tony Blair be in line for a gold medal",war,0,196
529,"Once again, I'm not diminishing the horror of any individual murder, just trying to get it into perspective.",murder,1,1777
633,"If you were president, which national figures would you appoint to your cabinet and why",appoint,3,712
296,"No. What I can't stand is a president who is going to screw up our war against terrorism when I thought that was his job. From the left, I'm Paul Begala. Good night for CROSSFIRE.",war,0,22
775,"they all love california. that is certainly true and know aaron tonkin and according to to ""vanity fair,"" he's at the heart of half a dozen investigations with fraud and angry investor lawsuits a-plenty. joining us is brian burrow to explain it for us. who this guy",lawsuits,8,670
140,"The Palestinians want land to live on, while Sharon wants no Palestinians living on the land. When the world finally grows the balls to criticize Israeli terrorism, we'll see peace. But as long as ""criticism is anti-semitism"" is the mentality, don't act surprised that the Palestinians object to the Lebensraum (a/k/a settlements) and Israeli terrorism (bombings, shooting farmers in their fields, bulldozing crops, destroying schools, shooting children, etc. etc. etc.).",terrorism,0,1553
745,"Stewart has said that after two failed marriages, he felt it unrealistic to expect couples to commit to each other for life and suggested that the words ""til death do us part"" should be removed from the wedding ceremony.",marriages,5,1140
1236,"general brooks talking about three major points. one is the capture of number 24 as it's described, samir who is responsible for the baghdad district, indications are the kurds in the north handed this man over so this is number 4 out of that playing card deck of 55 that the u.s. is after. top leaders in iraq. also that bomb site in baghdad hit about a week and a half ago, the mansour district. no remains identified just yet, general brooks says, but only the initial surveys have been completed so far. there is strong speculation that saddam hussein may be his two sons were inside of that building when it was hit by coalition bombs, or may have left prior to the bombing taking place. again, all this is an outstanding issue right now. in the north, you're going to hear a lot about the shallow graves today. at least 1500, maybe 1600 graves located in the north. jane arraf has made her way to that location and we heard her first live report about an hour ago and we will talk with jane again. we know that, quote, work will be done with the iraqis and that work will come, we are told, in the coming days. a wrap from centcom and here is fredricka whitfield at the cnn center.",capture,27,447
149,"The surprise move by France, which led opposition to the U.S. war against Iraq, followed last week's call by U.S. President George W. Bush for sanctions to be lifted quickly, so Iraq can trade freely and its oil revenue can be used to finance reconstruction.",war,0,1336
1098,"``We demand that the Security Council and the world decide on ... the lifting of sanctions on Iraq in a comprehensive and complete way,'' said a spokesman for a meeting Saturday of Saddam and top-level officials, quoted by official Iraqi news media.",meeting,21,1167
700,"But after drawn-out talks, President Vladimir Putin signed off on the loan, which will take effect this year, the World Bank said.",loan,4,1261
1385,"Anyway, I feel great. Think about this. A year ago, Tuberville was one reporter's abililty to find an out of place airplane in Ohio away from being fired BEFORE the Alabama game. Then, the AD and President get canned, a booster starts down the long road to shun-ville, and Tuberville keeps smiling and saying the right things.",fired,31,1971
165,"Dodging missiles and triple-A fire is something new to this squadron. However, protecting forces on the ground isn't. (on camera): These men are about three hours into their mission, and the sun is starting to set. They've just come across one of the Marine convoys that they need to track, so they're watching every move that the Marines make as they move towards Baghdad, making sure they don't come across any type of threat.",fire,0,243
298,"Along with France, Russia, Germany and China also strongly opposed the war. But de La Sabliere said before the meeting that Security Council ``must take into account the new realities on the ground.''",war,0,1339
971,"A referendum on the constitution would lead to elections for a new government, the 80-year-old Pachachi told the daily.",elections,17,1123
812,"Liana Owen drove 10 hours from Pennsylvania to attend the rally in Manhattan with her parents. ""It's important that people all over the world know that we don't believe in the war,"" she said.",rally,10,991
1421,"reporter: the findings are heightening concerns among coalition forces approaching baghdad since, as the iraqis should know, u.s. and british forces do not use chemical weapons. u.s. officials say some intelligence indicates a red line may have been drawn around the capital with republican guard units ordered to use chemical weapons once u.s. and allied troops cross it. there is also intelligence, officials say, suggesting republican guard units have been issued artillery shells containing chemical agents.",approaching,32,382
340,"I like this quote the best, but I am sure it means nothing to us (us being the US's powers that be)...""The Iranian nation is not looking for war, violence and confrontation,"" Khatami said. Well guess what Khatami, you're in for it.",war,0,1697
1332,"You know, you can argue back and forth, but you shouldn't fire someone because of their political views and that's what NBC has done and shame on the General Electric corporation. He had the highest-rated show on the network.",fire,31,74
1222,The judges also rejected an application by Anwar to be released on bail. But Anwar's lawyers said they were filing a fresh request for bail pending a further appeal.,appeal,25,1324
219,"in that sense any use of chemical weapons would be counterproductive to saddam, because it would only galvanize international",use,0,385
1306,"Yeah, I heard something about it. I don't know. I- I don't know if he's- if he's guilty or not. What do you think",it,29,764
58,"""I can see why he would do it. He was probably running around being shot at for days on end in Falluja. There should be an investigation but they should look into the circumstances,"" said Lance Corporal Christopher Hanson.",shot,0,1788
221,This is one of the difficult decisions the council will face in the weeks ahead on divisive issues stemming from the war against Iraq.,war,0,1341
976,"In Washington State, our governor's race may be undecided for months to come. Following the election and recount process exactly as outlined in our state constitution, the democratic candidate won by a margin of less than 200 votes. With roughly three million votes cast in the race, the margin of victory was a few ten thousands of one percent or some such microscopic amount. For all intents and purposes it was a tie- but somebody had to end up with a few more votes and this time around it was the demos.",won,17,1674
1131,"Some of the participants at the meeting said it appeared the looting was organized, and some of those involved had keys to museum vaults and were able to remove items from safes.",meeting,21,1319
1457,"When the dust settled and the mess tent had been evacuated, everybody who could talk was questioned about their health. When the medics came to the two Iraqis, the ING soldiers only wanted to know how everybody else was. When asked why did they do it, they simply stated, ""this was our duty; we are a team, and we take care of each other."" Even the Americans. No matter what the MSM tries to tell you, there are Iraqi's who will help the allies, who will fight alongside them and put their lives at risk to make sure Democracy succeeds in their country. This brings to mind a speech Prime Minister Tony Blair gave recently while visiting Iraq. When I meet the people working alongside the United Nations--Iraqis in fear of their life every day, because they are trying to bring freedom and democracy to their people--when I see their courage and their determination and know that they speak for the vast majority of people in Iraq who want that democracy and freedom, then I know that we are doing the right thing. . . .",evacuated,32,1904
499,"they can't believe the luck. they use the gunships to kill, we think, not less than 50,000 inhabitants of southern iraq and trying to do that to the kurds, as well, so it was a knife edge. and it's not just been wise after the event, i believe, to say that there was an argument in realtime between the bush administration members. mr. cheney's the only one i know that changed his mind. most of those that took the view at that time, think until recently they were correct in saving saddam hussein.",kill,1,511
953,"Toujan Faisal, 54, said she was informed of the refusal by an Interior Ministry committee overseeing election preparations.",election,17,1399
