tag,sentence,trigger,event_type
1467,NASA revamped its Mars program after the failure of two unmanned missions to Mars four years ago.,missions,Transport
1468,"The space agency has been under intense scrutiny since February when the space shuttle Columbia disintegrated over Texas, killing all seven crew members. A logo patch of that last Columbia mission was attached to both Mars rovers.	    _	_  _  =",killing,Die
1469,"Naxakis is one of 13 people on trial for bringing the fugitive guerrilla leader to Greece. Ocalan was moved by the government to its embassy compound in Kenya, where he was captured by Turkish commandos.",moved,Transport
1470,"The retired Greek officer said he had been trying to get Ocalan to The Netherlands, home to a large Kurdish community.",get,Transport
1471,"Naxakis and two of Ocalan's Kurdish associates are being tried on criminal charges of endangering national security. Ocalan, being tried in absentia, was indicted for entering the country illegally, a misdemeanor.",charges,Charge-Indict
1472,"Ocalan, leader of the Kurdistan Workers Party, or PKK, is serving a life sentence in Turkey for leading a 15-year insurgency against the country that left 37,000 people dead.",serving,Arrest-Jail
1473,He is being tried in Greece in absentia.,tried,Trial-Hearing
1474,"WASHINGTON _ Having punched through severely depleted Republican Guard divisions that formed Baghdad's outer defensive ring, U.S. Army and Marine forces are likely to pause again to test the Iraqi capital's inner defenses and waall but evaporated under the weight of the U.S. assault. Their collapse left the U.S. troops less than 20 miles from Saddam Hussein's capital. Bet`fow Central Command chief Gen. Tommy Franks and his field commanders face a big decision _ whether to rush into the city of 5 million where Hussein's regime has gathered its most-trusted forces or wait and see if the war can be won without paying the price of street-to-street urban fighting.",war,Attack
1475,"``We are expectingn or at least planning for, a very difficult fight ahead,'' Gen. Stanley McChrystal said at the Pentagon Tuesday. ``We are not expecting to drive into Baghdad suddenly and seize it.''",drive,Transport
1476,"Instead of an all-out assault, analysts expect the United States to follow the example of British forces outside the southern Iraqi city of Basra. They are likely to mount small probing patrols into the city to determine the level of Iraqi resistance.",assault,Attack
1477,"If these patrols meet little opposition, thousands of troops could rush into the city. If the Iraqis respond forcefully, the Army and Marine units could withdraw and await the 4th Mechanized Infantry Division, which will soon start moving north from Kuwait. While they wait, the forces would try to determine where Iraqi strong points are within the city and where Hussein might be, if he is still alive.",rush,Transport
1478,"``Before going in (with a full assault), you have to decide if it's worth the risks, and ... you have to know who's there in the way of Iraqi forces and the amount of potential damage to civilians,'' he said.",assault,Attack
1479,"The administration has said it wants to minimize casualties to Iraqi civilians, which makes the British experience around Basra instructive, the analysts said. The British have been outside the city of 1.5 million for more than a week. Thousands of refugees have fled the city, apparently providing information to the British that has led to raids on military and Baath Party sites in the city.",fled,Transport
1480,"``The key endgame may be whether the U.S. can parse out the key regime centers of power in Baghdad and attack them without having to fight into the city, or at least locate them well enough to atman of the Center for Strategic and International Studies said in his daily war report.",attack,Attack
1481,"U.S. strategists say that Hussein, if he is still alive and in control of his forces, might like a bloody battle in Baghdad because such fighting could cause heavy U.S. casualties. His last hope for survival might be that the United States loses its taste for such losses and forces President Bush to negotiate a compromise that would allow Hussein and his family to keep power in Baghdad.",battle,Attack
1482,"``If U.S. forces seriously degrade Iraq's half-dozen Republican Guard divisions before that final battle, and only have to face perhaps 30,000 Special Republican Guard, fedayeen, and related personnel, the task will not be as hard as it might have been,'' he said.",battle,Attack
1483,"While two guard divisions have apparently been smashed, there are three others in the Baghdad area. A sixth remains in northern Iraq.",smashed,Attack
1484,"``The Republican Guard has taken a massive hammering at every level and is now scattered and deploying somewhat erratically at the brigade level,'' he said.",hammering,Attack
1485,"The Iraqis still haven't used chemical weapons, even though many experts feared such attacks as the U.S. troops neared Baghdad. Korb, who's convinced Hussein has stocks of chemical weapons he never reported to U.N. inspectors, said he wouldn't be surprised if Hussein tried to use them.",attacks,Attack
1486,"But he also said, ``He may destroy them to embarrass us,'' to show the world he never had such weapons and that Bush invaded for no reason other than aggression.",invaded,Attack
1487,"The U.S. forces zeroing in on Baghdad _ the 1st Marine Division from the east and the Army's 3rd Mechanized Infantry Division _ are trained in urban warfare. But in such close-quarters fighting, they would lose much of the technological advantage of their air supremacy, which would have to be curtailed because bombing in a city can cause large civilian casualties.",casualties,Die
1488,"However, Baghdad from the air looks like Los Angeles _ wide, straight boulevards intersected by side streets in a grid pattern. ``Our forces would be capable of dealing with it reasonably. But there would be lots of casualties on all sides,'' Korb said.",casualties,Die
1489,"Cheeks, a former Sixers star, is believed to be Philadelphia's top choice to replace Larry Brown, who resigned last week as coach and was introduced Monday as the coach of the Detroit Pistons.",resigned,End-Position
1490,"Portland finally gave Cheeks the go-ahead to interview with the Sixers, according to a league source familiar with the discussions. The Cleveland Cavaliers also formally introduced Paul Silas as their coach Monday.",introduced,Start-Position
1491,"Jordan met with the Sixers on Sunday, according to a person close to the situation. Jordan declined to comment on the conversation.",met,Meet
1492,Brown takes over a team that won an Eastern Conference-leading 50 games and advajcuf to the conference finals before being swept by the Nets. Detroit holds the No. 2 pick in the upcoming NBA draft.,takes over,Start-Position
1493,Silas is taking over a team that lost 65 games and will pin its future on the high school phenom LeBron James.,taking over,Start-Position
1494,"U.S. satellites have been watching North Korean nuclear activity intently since late last year, when the North evicted international inspectors. Those inspectors had stood guard over a collection of 8,000 spent nuclear fuel rods, which can be reprocessed into weapons-grade plutonium.",evicted,Transport
1495,"But others note that trucks were seen carrying the rods out of their normal storage area months ago, and it is unclear where they are _ or even whether the United States is sniffing for the krypton gas in the right place.",carrying,Transport
1496,"President Bush and South Korea's new president, Roh Moo-h is unclear whether they interpret the meaning of that phrase the same way. Bush has said he wants a diplomatic solution to the problem, but would not foreclose any option, including military options. Roh has said any pre-emptive strike against the North's nuclear facilities could prove disastrous.",strike,Attack
1497,"Interim Chairperson of the Commission of the African  Union (AU) Amara Essy has strongly condemned the coup d'etat that took place in the Central Africa Republic on March 15, 2003.",coup,Attack
1498,"In conformity with the Lome Declaration, the release said the AU Central Organ of the Mechanism for Conflict Prevention, Management and Resolution will meet very shortly to consider the situation and the measures to be taken.",meet,Meet
1499,"Last Saturday night, rebels in the Central Africa Republic, captured the airport in the capital city of Bangui and the residence of  President Ange-Felix Patasse, who is out of the country.",captured,Transfer-Ownership
1500,"The rebels have captured the country's main international airport, said a top official in a 300-strong African security force policing the city.",captured,Transfer-Ownership
1501,"The rebels identified themselves to residents in the city as troops loyal to former general staff  Gen. Francois Bozize, who staged a foiled coup bid in October.",former,End-Position
1502,"Five Iraqi civilians, including a woman, were killed Monday when their houses were hit by a missile fired by the US-led coalition warplanes, witnesses said.",killed,Die
1503,One house was destroyed during the strike and casualties have been removed from the area.,strike,Attack
1504,The US-led coalition forces launched a new round of airstrikes on Baghdad at 2:30 p.m. (1130GMT) on Monday.,airstrikes,Attack
1505,"Huge explosions were heard in different parts of Baghdad and air raid siren sounded throughout the capital city, they said, adding that Iraqi anti-aircraft artillery had begun to fire back.",fire,Attack
1506,"Although the coalition leaders have repeatedly assured that every effort would be made to minimize civilian casualties in the current Iraq war, at least 130 Iraqi civilians have been reportedly killed since the war started five days ago.",war,Attack
1507,"According to other reports reaching here, five Syrian bus passengers were killed and 10 others were injured on Sunday morning when a US missile hit the bus they were traveling in near the Iraqi border.",killed,Die
1508,The vehicle was carrying Syrians fleeing the war in Iraq.,carrying,Transport
1509,"Renowned as the world's first woman explorer who has reached the Arctic, the Antarctica and Mount Everest, Lee has made immense contributions toward polar exploration over the past 20 years.",reached,Transport
1510,"In 1997, she successfully founded the China Polar Museum Foundation with a view to consolidating scientific research findings about polar exploration from all over the world to advance global environmental protection.",founded,Start-Org
1511,A two-day summit between British Prime Minister Tony Blair and US President George W. Bush ended here Tuesday with both countries trying to minimize splits on UN role in rebuilding Iraq after the ongoing US-led war against the country is over.,war,Attack
1512,"As the US-led coalition troops are reportedly thrusting into Baghdad and the second Iraqi city of Basra, Blair and Bush agreed there would be a ""vital role"" for the United Nations in post-war Iraq.",thrusting,Transport
1513,"During their first war summit on March 27 at Camp David,  Blair and Bush became divided over what a role the United Nations will play in postwar Iraq, when Bush gave no positive reaction to Blair 's suggestion of a strong UN role.",war,Attack
1514,"After the Camp David talks, Blair, who analysts say has been pursuing a special relationship with Washington in order to restore Britain's traditional role as a transatlantic ""bridge"", was forced to readjust his tone.",talks,Meet
1515,"Blair and Bush were expected to bridge their gap on the issue by reaching an agreement on UN role in post-war Iraq, some analysts said even before this summit at Hillsborough, south of Belfast, the second of its kind since the war broke out on March 20.",war,Attack
1516,"""We welcome the appointment by the United Nations Secretary- General of a special adviser for Iraq to work with the people of Iraq and coalition representatives,"" the statement added.",appointment,Start-Position
1517,"It was a ""false choice"" to debate whether Iraq should be run by coalition forces or the United Nations, said Blair, who was believed to be in favor of a stronger UN role in post-conflict Iraq than Bush.",conflict,Attack
1518,"Echoing Blair, Bush said the UN would play a role in all aspects of post-war Iraq, from humanitarian aid to a future interim authority, adding that Iraq would ""move as quickly as possible"" to an interim authority made up of Iraqis from inside and outside the country.",war,Attack
1519,"Yet, analysts argued, both Britain and the United States hope their agreed vision of a postwar scenario will placate anti-war nations such as France, Germany and Russia.",war,Attack
1520,"Blair also pleaded the world to avoid ""endless diplomatic wrangles"" over the future of Iraq like the international dispute over a second UN resolution on Iraq that preceded the war.",war,Attack
1521,"France and Germany, which were most vocal in opposing this US- led war against Iraq, have been insisting that the United Nations should play a central role in the phase of post-war Iraq.",war,Attack
1522,"In order to improve the epidemic control, Secretary for Social Affairs and Culture Chui Sai On, who has been named director of the SARS task force by the government, has designated representatives from the Health Services and the Center for Disease Prevention and Control to visit neighboring Guangdong Province on Thursday, to learn from Guangdong's experience and know-how in combating SARS, which have been acknowledged by WHO.",visit,Transport
1523,The Central Jakarta District Court began Wednesday the trial of Muslim cleric Abu Bakar Ba' asyir who has been in custody since last October on charges of treason and immigration offenses.,trial,Trial-Hearing
1524,"Ba'asyir, 64, was arrested on preliminary charges of involvement in a series of church bombings on the eve of the 2000 Christmas and an alleged plot to assassinate  Megawati Soekarnoputri in 1999, when she was vice president.",arrested,Arrest-Jail
1525,He is also charged with immigration offenses for having a Malaysian citizenship since 1993.,charged,Charge-Indict
1526,Seven prosecutors read in turn the indictment against Ba'asyir at the makeshift court room in the Meteorology and Geophysics Agency's office in Central Jakarta.,indictment,Charge-Indict
1527,The authorities have moved the trial venue for security reasons and to allow wider media coverage.,trial,Trial-Hearing
1528,"Ba'asyir was not officially charged with the Bali bombing last October, but police said he gave his blessing to the Bali perpetrators. Police believed Ba'asyir was the spiritual leader of Jemaah Islamiyah, the terrorist network in Southeast Asia which is widely blamed for the Bali bombing.",bombing,Attack
1529,"Rashid Ahmed made the remarks when his attention was drawn to the recent visit by Afghan President Hamid Karzai, according to the Associated Press of Pakistan.",visit,Meet
1530,The Revolutionary Armed Forces of Colombia (FARC) said Monday that it was prepared to exchange prisoners with the government despite the death of 10 hostages held by the rebel group.,death,Die
1531,"The FARC sought the exchange of more than 70 politicians, soldiers and policemen in its control for nearly 500 rebels imprisoned by the government, said Luis Devia, also known as Raul Reyes, a FARC leader, in a letter sent to the program Noticias Uno.",letter,Phone-Write
1532,"On May 5, 10 hostages held by the FARC were killed during an attempt to rescue them by the army.",killed,Die
1533,"Reyes said in his letter that the ""guerrilla units are in the moral obligation of saving and protecting lives and physical integrity of their prisoners.""",letter,Phone-Write
1534,"The rebels ""in any case cannot allow to have its prisoners to be taken away by enemy forces without a military response,"" he added.",response,Attack
1535,"The 17,000-strong FARC, the largest guerrilla force in Colombia, has been fighting a war against the government for more than 40 years, leaving 400,000 dead. It is still holding hundreds of hostages including three Americans.",war,Attack
1536,"""This is an old tune as far as the Palace is concerned,"" Tiglao said hours after Estrada petitioned the anti-graft court, the Sandiganbayan, to dismiss the government charges against him, citing ""lack of jurisdiction"" since he was still the president.",charges,Charge-Indict
1537,"The Sandiganbayan Special Division Friday reset for June 16 the resumption of Estrada's plunder case hearing, which was originally scheduled for June 2.",hearing,Trial-Hearing
1538,"Estrada, who was ousted in a military-backed popular revolt in January 2001, has been detained for almost two years at the Veterans Memorial Medical Center in Metro Manila on plunder charges.",charges,Charge-Indict
1539,Czech President Vaclav Klaus on Monday appointed Miroslav Kostelka as the country's new defense minister to replace Jaroslav Tvrdik who resigned from the post in late May.,resigned,End-Position
1540,"Kostelka, 52, was first deputy defense minister and an ex- general.",was,End-Position
1541,"At the end of last month, Tvrdik submitted his resignation in protest against planned cuts in defense spending as part of the government's finance reforms.",resignation,End-Position
1542,"Tvrdik, who took over the defense ministry in May 2001, also announced that he would quit his post in the parliament and give up his position in the ruling party Social Democrats.",took over,Start-Position
1543,The appointment marked the second change of the cabinet post since the Spidla-led government came into power in July 2002.,appointment,Start-Position
1544,"Sam Waksal, founder of the US pharmaceutical company ImClone Systems was sentenced to 87 months in prison Tuesday for insider trading.",sentenced,Sentence
1545,"Waksal was also ordered to pay more than 4 million dollars in fines and back taxes. This order came after about two hours' legal proceedings at the Manhattan courthouse in New York, according to a TV report.",fines,Fine
1546,"Before the sentence, there had been speculations among analysts on whether Waksal would get leniency because his company has been working on researches of cancer drugs, a good endeavor in the eyes of many people.",sentence,Sentence
1547,"Amid the financial storms last year and the ensuing cracking down on corporate malfeasance, Waksal pleaded guilty in October to charges involving his efforts to sell a huge block of his company' s stock in late 2001.",charges,Charge-Indict
1548,A statement issued at the two-day meeting of the EU foreign ministers called on Iran to conclude and implement urgently and unconditionally an additional protocol to the Nuclear Non- Proliferation Treaty allowing for short-notice inspections of suspected nuclear sites in the country.,meeting,Meet
1549,They also said that the EU was closely following the nuclear issue and would revert it to the forthcoming debate of the IAEA meeting on Tuesday.,meeting,Meet
1550,My husband's uncle died of it about a year before we got married. It was awful :( -- --------- Robyn Resident Witchypoo #1557,died,Die
1551,"I watched two uncles die of lung cancer (which gave me the impetus to give up smoking for good), and a close friend die of melanoma. It's not a death I would wish on my worst enemy.",die,Die
1552,"There was the free press in Qatar, al Jeezera but its' offices in Kabul and Baghdad were bombed by Americans. Only one thing the neocons hate more than despotism in the middle east and that is freedom of the press in the middle east.",bombed,Attack
1553,"The Palestinians want land to live on, while Sharon wants no Palestinians living on the land. When the world finally grows the balls to criticize Israeli terrorism, we'll see peace. But as long as ""criticism is anti-semitism"" is the mentality, don't act surprised that the Palestinians object to the Lebensraum (a/k/a settlements) and Israeli terrorism (bombings, shooting farmers in their fields, bulldozing crops, destroying schools, shooting children, etc. etc. etc.).",terrorism,Attack
1554,"I think more likely, one of his palestinian rivals did it. If the israelis wanted to kill Arafat, I think they'd have better ways. Unless of course they wanted it to be succinct so they couldn't be blamed. But one thing that's sure about the palestinians is that no matter what happens, you can be sure they'll blame it on Israel.",kill,Attack
1555,"I guess the fact that you live in the US has skewed your view. Bill after bill of condemnation have passed in the United Nations by overwhelming majority. Regular as clockwork, the US vetos them. Demonstrations are routinely held against israel all over the world. Israel's only friend in the world is the United States.",Demonstrations,Demonstrate
1556,The extermination of kosovar albanians by native serbs,extermination,Die
1557,there is a lady by the name of Irene Sokolas that is selling on Ebay under VARIOUS names. She is saying she's a member of the UACC. She is selling FORGERIES. I have contacted the UACC and told them about it so they can check the auctions (she's been doing this a long time) and to tell me if she's actually a registered member.,contacted,Phone-Write
1558,"The only thing that being a UACC member means is that they paid membership dues. It doesn't make them honest sellers. UACC registered dealers are more carefully checked out and should be considered to be honest. Of course, there are exceptions to everything. Here is a link to the list of UACC registered dealers:",paid,Transfer-Money
1559,"""We put out a bulletin within 20 minutes, technically as fast as we could do it,"" says Jeff LaDouce of the National Oceanic and Atmospheric Administration. LaDouce says e-mails were dispatched to Indonesian officials, but he doesn't know what happened to the information.""",e-mails,Phone-Write
1560,"For Heaven's sake, get with the real world. It's too bad those NOAA people hadn't used the telephone.",used,Phone-Write
1561,And you pick up the phone in the embassy. A voice on the other end of the line says he's a scientist with NOAA and that a tsunami is bearing down on your coastal villages and resorts. Thousands could die. How would you react to such a call,die,Die
1562,"On the other hand, if you were a scientist at NOAA and were into saving people from tsunamis, you would think you might have figured out beforehand who you might call if you did get some advanced warning of such an event. Also, the Indonesian government probably had no idea that NOAA could give them advanced warning of tsunamis so how could they know they should set up a hotline.",call,Phone-Write
1563,"-- Bill ""20/20 Hindsight"" Asher",call,Phone-Write
1564,We just learned that our friend's daughter when to Thailand to visit her father after the wave hit. There has been no contact with her since she left.,when,Transport
1565,"I was researching Meg Tilly on the internet and thus accidentally found out that Jennifer Tilly was born Jennifer Chan. This is documented in a few web sites. I used to wonder if Meg Tilly was part chinese because of her eyes, so now I wonder more. Well, are they",born,Be-Born
1566,"The text at the bottom reads, ""Not authorized by any candidate or candidate's committee. A political public service message brought to you by Clear Channel.""",message,Phone-Write
1567,"Did you know that one of the largest media companies in the country was in the business of bringing you ""political public service messages",messages,Phone-Write
1568,"Two of my nephews were excluded from their brother's wedding this weekend because they are not LDS. Of interest, neither went to the reception either. Both were extremely hurt, particularly since they know their brother could have had a civil ceremony and then been married in the temple later. I was offended because one of those nephews and I are very close, and he was really upset.",wedding,Marry
1569,"I got a sort of an icky feeling when I realized the only people who did attend the kid's wedding was his unmedicated bi-polar mother and his father, who suffers from Alzheimers.",wedding,Marry
1570,The religion that is afraid of science dishonors God and commits suicide. Ralph Waldo Emerson,suicide,Die
1571,"That's sad, Lee. I really think it's time for the church to admit that a civil ceremony followed by a temple sealing reaches the same goal, often in a more loving way, than insisting that only the sealing is worth doing. A change of that sort would be very simple to implement, and most church members would like it better than allowing non-LDS family members into the temple, which would actually be my preference.",ceremony,Marry
1572,"There's been a thread recently in one of the exMo fora about a woman whose bishop, who she had been planning to have marry her, was going out of town, so she asked the stake president, who she didn't know well. He insisted that he needed to make the point, as part of performing the ceremony, that she really needed to be married in the temple, even though her fiance was not LDS. She ultimately declined his services.",marry,Marry
1573,"*shrugs* I chose to have a civil ceremony largely because my wife and I were both converts and a temple ceremony would have excluded both families completely. From a family standpoint it sounded liek a good decision, harmony and all that...plus the temple ceremony could be sealed a year later. Unfortunately we started off on the wrong foot for a lot of reasons and the marriage didn't last. I can't help but wonder if perhaps we did ourselves a diservice by not getting sealedi ntially, and making our marriage a gospel focused one. Who's to say. It's a tough decision to make and despite the feeling I myself caved I feel people should be understanding of the rationale. For my part if we had been sealed intially there simply wouldn't have been ANYONE there and both our families had harsh feeligns about the church as is, and a sealign would have only created more disharmony. For my part though, I think we started the marriage with a compromise and deined ourselves tremendous blessing and ultimately paid the price.",marriage,Marry
1574,"Hmm... I wonder how many success stories are out there from people who chose to have a civil ceremony, and went on later to be happily sealed. I know that was what happened with my own parents, largely because their decision to get married and my father's decision to join the church came very close together, and they didn't want to wait the year until he would be able to enter the temple. They're still together after more than 55 years.",married,Marry
1575,I think divorce is really stupid. It'll take me awhile to get to thought stream that got me to that thought today.,divorce,Divorce
1576,"First off, I'm remarried, divorced 3 years ago. I love my wife, and the kids get along just fine. I don't like my exwife. But there was a time when I did like her; in fact I loved her very much in spite of her numerous flaws, chief among those flaws is that she's a narcicists. But we all have some sort of personality problems ....",remarried,Marry
1577,"My kids never mentioned B having a son. B's son is apparently 16 years old, same age as my daughter. I wonder if B had a huge messy divorce, and his ex took the kid out of state. My ex threatened that. Ouch. Divorce really sucks. I have my kids almost 50/50 these days, but it was a huge messy post divorce compromise that took a year to complete. I wonder if B had to go through some of the same kind of shit",took,Transport
1578,Perhaps my exwife has more sympathy for what its like to be a guy on the receiving end of a divorce now,divorce,Divorce
1579,"Ok, keep googling. Oh my, the plot thickens. I found B's exwife. Very articulate writer. This is really humorous. She wrote an article about a divorce support group, ending it with something about Mrs. B being happily married but she's impressed by the divorce support group. And that was only 4 years ago",divorce,Divorce
1580,"Sometimes we want to see marriage one dimensionally. Either its bad or good. That's total bullshit. I know my first marriage had a lot of good adventures, a lot of friendship, a lot of love. Oh, yeah, it wasn't perfect. My exwife is a total pain in the ass much of the time, and I tried to let her do what she wanted, sometimes I couldn't. But, even to the end, we loved each other. And now, I see the lost family ties. She's lost my family, I'm slowly drifting out of touch with her family. We both build new lives.",marriage,Marry
1581,"New lives. But you know, as long as the kids are shared, you can't total get this exspouse out of your mental psyche. They say it takes one year for every two that you were married. I believe that.",married,Marry
1582,"Meanwhile, life goes on. My wife's name is M. We're going to a bed and breakfast this weekend, to get away, relax. M and I are slowly building a history of our own together. We share adventures together, we share adventure with my kids, and with our dogs. And, I take lots of pictures. I really haven't changed very much from who I was before. Although, the dog thing is really post divorce. Lots and lots of pictures. Sometimes I look at the old photos, before divorce. We smiled together, laughed, hugged. I was one of the first digital camera users, and I have too many photos from my first marriage. Sometimes I feel like I'm racing to create enough photos of my new life to outweigh the long history of my first life. That's going to take awhile... Luckily, we flawed human beings live long lives, and digital cameras take lots and lots of pictures",divorce,Divorce
1583,"If my exwife doesn't dump B, maybe they'll wind up staying together, maybe even getting married. I think that would be nice. And they too will begin the process of rebuilding their ""together"" lives. I'm assuming there is some humanity beneath my exwife's narcicistic shell, but I do believe there is. B seems like a decent enough person too. So, B and my ex will be doing the same thing that I'm doing. Rebuilding their lives.",married,Marry
1584,"Anyway, all of this gets me back to my original point. Divorce seems really really stupid. It seems to me, that beneath it all, we all want the same things. Love, companionship, and a partner for our life's journies.",Divorce,Divorce
1585,"My ex has most all of the photos as our son lives there and it's his history. I did get a good bunch of the wedding photos, but my ex refused to give them all to me saying it was ""his life too"" even though I really resent them being under the same roof with his child-bride.",wedding,Marry
1586,"His new inlaws are all former family friends I don't have anything to do with anymore for obvious reasons. His family (brother, sister, stepmother) conveniently seem to forget that for almost 20 years I was a member of their family. There was no gradual ""drifting of out touch"" despite the fact that we all live in the same city and my ex BIL and I even work within blocks of each other. My family thinks my ex is pond scum but because my parents are still members at the same church, they have to see my ex and his new wife every week. My mother took his remarriage harder than I did, I think, because of that.",remarriage,Marry
1587,"Divorce *is* really stupid. Duh-uh. Especially for those of us who still have so many years (if one year for every 2 married, then I've still got another 7 or so) to go to get our heads screwed back on and find some sort of life that rivals what we had or what our ex has or what you and your ex have. So far, this is not it. -- Barbara Sz.",Divorce,Divorce
1588,"Dell is involved in a class action suit for ""bait and switch"", where a nurse claims Dell switched parts and charged her for the more expensive items, and for promising ""easy credit"" for which no one qualifies and then charges ridiculously high interest rates.",suit,Sue
1589,"i agree that the buyer probably didn't read the credit terms to find themselves with an unexpected rate... i always see that ""for qualified customers"" in all of their advertisements that probably releases them of any wrong doing... but i also believe in the court systems so let it take its course and see what happens. the only tort reform that i think should be done is to cap fees that lawyers are allowed to extract for class action suits. i feel that there is a valuable public service that comes from class actions suits which is to keep companies on the straight and narrow so that they avoid such actions... but from a monetary perspective the only real winners from class actions are the lawyers. i remember once receiving a fifty cent check in an envelope with postage of at least half that amount for the great 17"" monitor class action suit.",suits,Sue
1590,"Then there was the class action suit against Gateway brought by some Philadelphia lawyers a number of years ago. Gateway advertised and stickered many of its 486 computers as ""Pentium Ready"", meaning that a special Type 3 ZIF socket Pentium OverDrive could be installed and run.",suit,Sue
1591,"So the lawyers sued Gateway, and the settlement approved by the judge consisted of megabucks for the lawyers and coupons to owners of Gateway 486 computers.  The coupon was good for $50 off on the purchase of a Pentium OverDrive processor from Gateway, at its usual inflated prices",sued,Sue
1592,"Believe it or not there are companies that go over the line and need to be hit with a stick called a law suit. It seems the fear of law suits is the only thing that keeps some of these crooked companies in line. The government sure doesn't have the resources or desire to pursue them so it's left to the private sector to protect themselves. Lawyers are bounty hunters of sorts. BTW, I hate lawyers but there are times that they are useful. Some are sleazebags but that can be said of most professions. There has to be at least a little threat of ""let the company beware"" to maintain a balance otherwise it'll be open season on consumers.",suit,Sue
1593,The only people who profit from class actions are the lawyers.,actions,Sue
1594,"Since companies are going to be sued in class action, regardless of the merits of the case, the threat of a class action is not a detriment.",sued,Sue
1595,"If you don't believe that, witness the Vioxx lawsuits. The company making Vioxx determined it might increase mortality and pulled it from the market. Because of that, it is being sued. The companies making similar drugs (Celebrex and Bextra) did not pull their product from the market. They are not being sued. Doing the right thing provides no protection from class action.",lawsuits,Sue
1596,All class actions do is enrich lawyers and raise costs to everyone. The cost of class actions is factored into the cost of everything you buy.,actions,Sue
1597,I would like to make a donation to help the survivors of the tsunami. I have a lot of skepticism with the Red Cross and a few others based on horror stories I have heard reported in the media. Because of this I have always shied away from these national organizations and stuck with local groups. Any thoughts as to where my money would go the furthest. Appreciate any input.,donation,Transfer-Money
1598,"I've heard mostly positive things about how the Red Cross is handling their donations, with a very high percentage of the donated funds going directly for relief and not for administrative expenses. So that is the channel we chose for our own donation.",donations,Transfer-Money
1599,Actually more of the money from your donation has a chance of going directly toward its intended purpose than any other charity. The Red Cross normally deducts 9% from all deductions for its administratice costs. It has announced that it will forego the 9% on donations earmarked for tsunami relief and that 100% of these funds will go directly toward aid.,deductions,Transfer-Money
1600,9% in administrative costs would place the Red Cross among charity organizations making the the most efficient use of donated funds. The figure for most charities is 10-16%.,donated,Transfer-Money
1601,"As tragic as the earthquake and tsunami in South Asia have been, it is truly uplifting to see how so many people have opened their hearts and so generously responded to the call for help toward disaster relief efforts. Money from private donations has been flowing into charitable relief organizations at an unprecedented rate, in some cases by millions of dollars per hour. ""Tsunami aid"" was the fourth most frequently used term used in internet searches last week. Although the need for help is still continuing, some individual charities have announced that they have already received as much in donations as they can put to use for this effort.",donations,Transfer-Money
1602,"""Doctors Without Borders/Médecins Sans Frontières (MSF) has received an extraordinary outpouring of support for the people of South Asia and we are extremely grateful. As you know, it is very important to MSF that we use your contribution as you intend it to be used. This is why we want to let you know that at this time, MSF estimates that we have received sufficient funds for our currently foreseen emergency response in South Asia.""",received,Transfer-Money
1603,"I've read that too - unfortunate, because I've worked with them in Rwanda and was very impressed with the professionalism of their organization. They also stated that there are lots of places in the world where they continue to work which needs plenty of help too - quite an important reminder because other needy areas of the world are getting less donations now. So they didn't discourage donations to them per se, just not for this specific area. Of course I realize that most people will want to help where the need for it is the most immediate.",donations,Transfer-Money
1604,"No org is perfect. Our news system thrives on finding a chinc in the armor of an organisation, a not perfect organisation. They need ratings and will do anything for it. IMHO, go with the Red Cross, or any other national organisation. Just give carefully. if you are going to give assistance then LOOK with suspicion at all they do it is better to keep your $$$. All you have done is to buy a difficult time.",assistance,Transfer-Money
1605,"Oh well, lets cross now to our mob of mindless drones and hear about how good it is that this menace to society is going to be locked up before he kills all our innocent children.",locked up,Arrest-Jail
1606,The way to avoid being charged is to give the keys to someone else to unlock the door and have them hang on to the keys until you're below .05. The standard ruse is to throw the keys under the car after you've unlocked the door (which you can later claim was unlocked by a person unknown).,charged,Charge-Indict
1607,"In this case the offender escaped conviction first time around because it was accepted that he attempted to get rid of the keys, which supposedly landed in his lap. Judge McGill got it right as the law stands.",conviction,Convict
1608,"It would be a pretty sad state of the laws if they could come in, ask for the owner of car rego ""XXX-999"" and breathalise me because I had the keys in my pocket.",take,Transport
1609,I'm reminded of when I lived in another state and the local cop charged the town drunk in his driveway after following him home from the pub. The drunk was acquitted on the technicality that he wasn't on a public road when the cop arrested him. Wouldn't have happened under Qld law -- and shouldn't have happened anywhere else. So whose law is stupid,arrested,Arrest-Jail
1610,Please take some time next week to welcome a new staff member for Landmark Education in Houston,new,Start-Position
1611,"Her name is Janine Beck, she is from Tucson, AZ, and she most recently has been the team leader for Landmark Education programs in Tucson (the title is Source Person). She will be the Registration Manager for the Houston Center, accountable for causing registrations into the Landmark Forum. I know this is a huge commitment for her, and I am excited about the difference she will make in my life, my family, and in the lives of the people in this part of the world.",be,Start-Position
1612,"A staff member is a graduate. One of us. They are one of us that choose to have their life be about empowering others to live life powerfully and live a life they love. When you say ""my life is for that"" then everything in you life becomes about that. If you are married, your marriage is about making a difference in the world. If you have hobbies, the hobbies are about making a difference in the world. This is not an easy thing to take on. The mountain is very steep and hard to climb. It is also incredibly rewarding and fulfilling and gives purpose and meaning to your life. The poet Rilke once said ""the spirit wants only that there be flight, as to who actually accomplishes it, in that she only has a passing interest"". Being a staff member is about being the one who accomplishes it.",married,Marry
